open,review_count,longitude,stars,latitude
True,31,-79.908469,3.5,40.4111498
True,19,-79.918751,3.5,40.4040168
True,92,-79.9173143507142,2.5,40.4070737196062
True,19,-79.9337369,3.0,40.395691
True,4,-79.9073564,5.0,40.4089932
True,12,-79.904308,4.5,40.4027249
True,7,-79.9029475,3.0,40.3868368
True,23,-79.9155451418884,2.5,40.4108743190118
True,55,-79.9141364,3.0,40.410967
True,5,-79.9115741,4.5,40.4107319
True,5,-79.9177191,2.0,40.4078303
True,3,-79.916227,4.5,40.407859
True,95,-79.916091,3.0,40.407143
True,6,-79.9160494,4.0,40.408145
True,4,-79.897415,3.5,40.409116
True,25,-79.916603,3.0,40.407174
True,5,-79.903166,2.5,40.3973704
True,23,-79.9113203,3.5,40.4121132
True,8,-79.91295,2.0,40.40939
True,12,-79.9032997,4.0,40.3857182
True,5,-79.9064005516943,4.0,40.4115808363504
True,9,-79.9059313112722,3.0,40.4117061676499
True,51,-79.9132525,3.0,40.4113236
True,7,-79.9047005,4.0,40.4119958
True,9,-79.909169,3.0,40.4127917
True,122,-79.9180766055519,3.5,40.4089628543918
True,7,-79.906061,3.5,40.412712
True,10,-79.9075963,2.5,40.4138973
True,3,-79.8737336,3.0,40.3736775
True,4,-79.868392,2.5,40.3823673
True,5,-79.8626605,1.5,40.3849854
True,6,-79.868305,4.5,40.389192
True,18,-79.9264919,4.5,40.3715391
True,6,-79.8737336,3.5,40.3736775
True,3,-79.9269821,4.5,40.3503957
True,15,-79.8546832,5.0,40.3520269
True,41,-80.0599791,4.5,40.468873
True,5,-80.0579296,4.0,40.4641404
True,21,-80.074153,4.5,40.472505
True,13,-80.0653115,4.0,40.4660004
True,4,-80.0972720598058,2.0,40.4739107190624
True,9,-80.0656106,3.5,40.46562
True,3,-80.0735627,4.0,40.4656331
True,4,-80.0976522888032,3.5,40.4679583981456
True,4,-80.0632712,2.5,40.4738958
True,10,-80.0909106,4.0,40.4400036
True,3,-80.0969955,4.5,40.4736321
True,8,-79.9864887,3.5,40.4285966
False,3,-80.0575037,4.5,40.4966341
True,17,-80.0532928,4.0,40.4941577
True,18,-80.056877,4.0,40.495887
True,6,-80.06235,2.5,40.492067
True,11,-80.0583585,2.5,40.4972056
True,8,-80.07249,1.5,40.499398
True,7,-80.058655,2.5,40.497444
True,5,-80.0635357,1.5,40.4940896
True,12,-80.0663388,3.0,40.4961767
False,3,-80.057809,5.0,40.4964326
True,6,-80.05738,4.0,40.496144
False,4,-80.058001,3.0,40.496456
True,25,-80.0572126,4.0,40.4961113
True,3,-80.056853,4.5,40.4962983
True,24,-80.0550322,4.5,40.4869048
True,4,-80.055667,3.0,40.4876741
True,8,-80.0601298,3.5,40.4977839
True,24,-80.065652,3.5,40.495483
True,32,-80.057381,3.5,40.4966408
True,11,-80.0769711,3.5,40.4590742
True,3,-80.050735,3.5,40.451188
True,5,-80.05745,5.0,40.44979
True,17,-79.9319247,4.0,40.4637338
True,11,-79.920688,4.0,40.4881312
True,65,-79.9145,3.0,40.450249
True,3,-79.9191827,4.5,40.4682663
True,6,-79.926611,5.0,40.467794
True,3,-79.9091054,5.0,40.4671682
True,4,-79.9225056,5.0,40.4620134
True,3,-79.9322488,5.0,40.4585343
True,20,-79.9242359,4.0,40.4579029
True,18,-79.921053,2.5,40.458577
True,10,-79.924717,3.0,40.458335
True,8,-79.9259754,4.0,40.4852541
True,6,-79.9082692,5.0,40.4671656
True,26,-79.9246661,3.0,40.458497
True,17,-79.9229971,3.0,40.4653904
False,8,-79.9223818,3.0,40.4588237
True,7,-79.932441,2.0,40.458955
True,21,-79.9148451,4.5,40.4657459
True,43,-79.9100679,4.0,40.4573635
True,6,-79.9254416,4.0,40.4572664
True,5,-79.9238313,2.0,40.4606263
True,9,-79.9252199,2.0,40.464176
True,8,-79.9264095,3.0,40.4856089
True,117,-79.9188657,4.5,40.4748883
False,62,-79.9255146,3.0,40.4583902
True,18,-79.9181411,3.0,40.4579893
True,5,-79.9250618,3.5,40.4575612
False,5,-79.9246934,5.0,40.4584403
True,7,-79.921901,5.0,40.458477
True,9,-79.9312724,2.0,40.4640842
True,8,-79.9184470785759,2.0,40.4588455683473
True,99,-79.931445,5.0,40.4592603
True,4,-79.9252673,4.0,40.4618791
True,10,-79.9256896,5.0,40.4605003
True,41,-79.9196258,4.5,40.4754755
True,25,-79.9272548,2.5,40.4597857
True,4,-79.9265025,5.0,40.4609626
False,28,-79.9253403,4.5,40.4605052
True,33,-79.9220609664917,3.0,40.4651804861254
True,14,-79.933126,4.5,40.463935
True,4,-79.9141402,5.0,40.4624304
False,6,-79.9253355,5.0,40.4575933
True,11,-79.9246736,2.5,40.458548
True,17,-79.9248088,2.5,40.4640348
True,4,-79.9142223,3.5,40.4501457
True,37,-79.9251182,3.0,40.4582251
True,5,-79.9261123,4.0,40.4620419
True,6,-79.9252009,2.0,40.4572909
True,111,-79.928830198608,3.5,40.4585106474725
True,3,-79.9057874,5.0,40.4635585
True,21,-79.9278469,4.5,40.4624796
True,9,-79.9225533,2.0,40.4572797
False,4,-79.923615,4.0,40.459676
False,5,-79.9254048,4.5,40.4587171
False,12,-79.9334864,3.0,40.4571291
True,4,-79.9212929,2.0,40.4552551
True,5,-79.9210608,4.0,40.4538558
True,276,-79.924797,4.0,40.458138
True,3,-79.9333608,4.5,40.4577094
False,144,-79.935388,4.0,40.464485
True,81,-79.9253542,4.0,40.4572561
True,21,-79.9143225,4.0,40.4502135
True,16,-79.9051228,4.5,40.4472143
True,79,-79.8954753,4.5,40.4481991
True,34,-79.898855609787,4.5,40.4496169180659
True,3,-79.895957,5.0,40.447942
True,35,-79.895957,3.5,40.447942
True,8,-79.908494,3.0,40.457305
True,69,-79.9274383,4.0,40.4578038
True,37,-79.902277,4.0,40.446587
True,3,-79.905387,4.5,40.456133
True,8,-79.9878346,3.0,40.4149353
True,28,-79.9996304512024,3.5,40.4407497519697
True,6,-79.98694,4.5,40.415694
True,95,-79.9558911,4.5,40.4115059
True,5,-79.987392,4.5,40.414769
False,3,-79.987206,3.5,40.415053
True,3,-79.9874632,3.5,40.4141402
True,5,-79.9876465,4.0,40.4146974
True,111,-79.9934384,4.5,40.4216209
False,5,-79.992839,2.5,40.4218885
True,3,-79.981359,3.5,40.3668
True,6,-79.9873805,2.5,40.391804
True,4,-79.997071,2.0,40.3936009
True,6,-79.9874081,1.5,40.3919558
True,12,-79.9874081,3.0,40.3919558
True,4,-79.9997182,5.0,40.3989461
False,6,-79.986911,3.0,40.393115
True,5,-79.98718,4.0,40.391732
True,22,-79.9965975,4.0,40.3886503
True,5,-79.9968169,2.0,40.39261
True,3,-79.983508,5.0,40.386895
False,10,-79.997446,4.0,40.3922377
True,3,-79.999844,1.0,40.397766
False,3,-79.9822267,1.5,40.38712
True,12,-79.987919,3.0,40.396531
True,3,-79.9911,3.5,40.4052
True,61,-80.0013672,4.0,40.4531335
True,13,-79.9997093,2.5,40.453428
True,162,-79.999728,4.0,40.4551576
True,11,-79.9981189,4.0,40.4541341
True,3,-79.982334,3.5,40.469805
True,11,-79.9992608,4.5,40.4535473
True,44,-79.9981599,4.0,40.4523049
True,3,-80.008214,4.5,40.4589838
True,3,-79.9606482,3.5,40.4959456
True,3,-79.983151,3.5,40.463371
True,11,-80.0088714,3.5,40.4489884
True,5,-80.006512,4.0,40.455833
True,11,-79.993788,3.5,40.452646
True,17,-80.0190648,4.5,40.4621686
True,6,-79.9838764,3.0,40.4620001
True,8,-79.994957,4.5,40.455167
False,5,-79.9823112,3.0,40.4645128
True,6,-80.017587,4.5,40.445645
True,49,-79.950361,4.5,40.444011
True,4,-79.9913252,5.0,40.4550779
True,9,-80.0071993,2.0,40.4563367
True,94,-80.0015054,4.0,40.4566092
True,9,-80.0106967,4.5,40.4567347
True,3,-80.000797,5.0,40.4518259
True,6,-80.0181629,2.5,40.4500892
True,21,-80.0010493,1.5,40.4513311
True,3,-80.000579,4.5,40.4542039
False,4,-79.999162,4.0,40.454859
True,7,-80.0012207,2.5,40.4534897
False,4,-80.0062515,5.0,40.4533935
True,4,-80.0129013,4.5,40.4546501
False,6,-80.0065429,4.5,40.455929
True,5,-80.001199,2.5,40.4531769
True,4,-79.9993379,3.5,40.4534482
True,69,-80.0042395,3.0,40.4480678
True,3,-80.000603,2.0,40.454173
True,51,-80.006487,5.0,40.452775
True,16,-80.0008071,3.0,40.4535915
True,20,-80.0144357,4.0,40.4562032
True,51,-80.0169205773965,4.5,40.4459596591592
True,4,-79.9993338,3.5,40.4534946
True,12,-80.0044819,3.5,40.4479264
True,6,-79.983936,4.0,40.464958
True,8,-79.9621242834648,4.5,40.4730851446399
True,11,-80.0355244,3.5,40.484693
True,6,-80.037313,5.0,40.4716476
True,3,-80.0302693,5.0,40.4702864
True,9,-80.041641,5.0,40.481272
True,12,-80.0311303,3.0,40.4763098
True,12,-80.0416964,3.0,40.4851129
True,14,-80.0413982,2.5,40.4810675
True,6,-80.0182188,4.0,40.4899802
True,4,-80.002913,2.0,40.483367
True,5,-80.0297402,4.0,40.4217207
True,11,-80.037748,5.0,40.3918307
True,16,-80.0350383,3.5,40.3959965
False,3,-80.0346598,3.5,40.3950801
True,3,-80.0440153,2.0,40.4003873
True,14,-80.034142,3.0,40.3948144
True,19,-80.0343,3.5,40.3953119
True,6,-80.031761,4.0,40.409199
True,20,-80.0434133,4.0,40.3996765
True,3,-80.0445647,2.0,40.3992789
True,4,-80.0361378,3.0,40.3977416
True,8,-80.019631,4.5,40.393858
True,17,-80.024957,4.0,40.409125
True,34,-80.0339862,4.5,40.394911
False,23,-80.0493988,3.5,40.3885913
True,13,-80.049921,2.5,40.38892
True,3,-80.0350906,2.5,40.3942666
True,3,-80.03381,3.5,40.3950277
True,26,-80.0349637,4.0,40.3953847
True,3,-80.0359579,5.0,40.394167
True,22,-80.0302799,2.5,40.4193308
True,145,-80.0303499,4.0,40.4127159
True,11,-80.041926,3.5,40.4025781
True,3,-80.0351994,3.5,40.393828
True,3,-80.0492732,2.5,40.3886283
True,18,-80.0498073,4.0,40.3884145
True,7,-80.0434725,3.5,40.4010646
True,4,-80.0366408,2.0,40.3930433
True,3,-80.050044,5.0,40.388831
True,21,-80.0335782,3.5,40.3957953
True,10,-80.0464983,3.5,40.3959782
True,5,-79.9534393,5.0,40.443213
True,6,-80.039142,2.5,40.390935
True,4,-80.0293603,3.5,40.4221525
True,106,-80.0409102,3.5,40.3897336
True,3,-80.036197,4.5,40.397846
True,275,-80.034727,4.5,40.396012
True,37,-80.0357966,4.0,40.3966306
True,3,-80.033232,3.5,40.396132
True,7,-80.049821,3.0,40.388395
True,4,-80.0354468,5.0,40.3965335
True,32,-80.030114,3.0,40.420335
False,10,-80.030114,3.5,40.420335
True,8,-80.03063,2.0,40.414716
True,6,-80.0249876,3.0,40.4100066
True,93,-80.0499034,3.5,40.3886105
False,10,-80.0495449,2.5,40.388527
False,3,-80.0351994,4.0,40.393828
True,7,-80.04689,4.0,40.395691
True,3,-80.049572,3.0,40.388507
True,5,-80.043683,3.0,40.399457
True,6,-80.0493898,4.5,40.3885629
True,3,-80.0243367,3.5,40.4098875
False,3,-80.0398906,1.0,40.4045575
True,10,-79.8933854,3.5,40.4315631
True,288,-79.893834,4.5,40.432022
True,4,-79.8935242784565,4.5,40.4323168357966
True,10,-79.8914638,2.0,40.4233755
True,7,-79.894158,1.5,40.432478
True,6,-79.8975426,4.5,40.4213571
True,12,-79.8939064,3.0,40.4325271
True,15,-79.8871848732233,4.5,40.4240973459968
False,21,-79.894243,3.0,40.432599
False,4,-79.894049,4.0,40.43333
True,5,-79.8937358,4.0,40.4324337
True,6,-79.890649,3.5,40.427135
False,11,-79.8939504,1.5,40.4323844
False,7,-79.8845347,5.0,40.4331234
True,5,-79.890285,5.0,40.421259
True,5,-79.884467,5.0,40.420051
True,4,-79.8893217,3.0,40.422307
True,58,-79.8879525,4.5,40.4175696
True,16,-79.8862296,4.5,40.421054
True,10,-79.888584,2.5,40.425271
False,3,-79.8843521,5.0,40.4306702
True,5,-79.8883623271223,2.5,40.4252380699766
True,6,-79.8857116699218,2.0,40.4281941663891
True,3,-79.8852288,4.5,40.4322672
True,6,-79.9186334,5.0,40.4377696
True,14,-79.8886844,2.5,40.4273028
True,3,-79.8906283,4.0,40.426722
True,52,-80.070269,3.0,40.392287
True,94,-80.070806,3.5,40.3906976
True,3,-80.0673434,3.5,40.3956358
True,3,-80.0657414,3.0,40.3954394
True,6,-80.0659731,3.5,40.3938064
True,4,-80.0594902,5.0,40.3915059
True,3,-80.0595587,4.5,40.391585
True,10,-80.0662223,3.0,40.3923379
False,3,-80.0457313,4.0,40.4114165
False,20,-80.0656653,3.0,40.3932957
True,3,-80.0662223,1.0,40.3923379
True,6,-80.0659157,3.5,40.3936815
True,8,-80.0667601,2.0,40.3941132
True,6,-80.062098,1.5,40.392802
True,8,-80.0615815,3.0,40.3925119
True,3,-80.066933,3.0,40.39199
False,3,-80.0662223,3.5,40.3923379
True,3,-80.067037,5.0,40.395008
True,8,-80.0662223,4.5,40.3923379
True,18,-80.067397,3.5,40.395932
True,3,-80.0620911260487,5.0,40.4655694230248
True,5,-80.0435444,4.0,40.4280397
True,3,-80.0447906,1.0,40.4174063
True,3,-80.0455702,3.5,40.4176521
True,15,-80.0454066,3.5,40.4168413
True,3,-80.05248,5.0,40.41798
True,4,-80.0340934,3.5,40.4356718
True,52,-80.0501069553832,3.5,40.4210420362253
True,32,-80.0478244,4.5,40.4415878
True,4,-80.0416254,2.0,40.4244926
True,6,-80.0356006,1.0,40.4224622
True,13,-80.0416254,3.5,40.4244926
True,29,-80.0456525,3.5,40.4198341
True,17,-80.0415536,4.0,40.4244987
False,16,-80.0565098,1.5,40.420382
True,3,-80.0607517,1.5,40.4221686
True,9,-80.0460082,3.5,40.418092
True,14,-80.0454038,2.5,40.4184713
True,20,-80.0021709,3.5,40.44021
True,3,-79.996589,5.0,40.440592
True,9,-80.000657,1.0,40.440677
True,99,-79.9292063713074,4.0,40.4585236343666
True,19,-80.00141,3.0,40.439597
True,3,-79.9977606,2.5,40.4440234
True,94,-80.0043186,3.0,40.4483207
False,76,-79.994852,2.5,40.4441681
True,4,-79.9779889,5.0,40.455575
False,29,-80.0006057,2.5,40.4439388
True,4,-79.8802453279495,3.0,40.4424522313434
True,202,-80.0025614,3.5,40.4429033
True,27,-79.984628,4.0,40.450964
True,44,-79.928437,2.5,40.458139
True,3,-80.004357,4.5,40.439652
False,18,-79.9814643,3.5,40.4540368
True,20,-79.9854415,4.5,40.4503157
True,8,-80.0048354,3.0,40.4432268
True,5,-79.975173,4.0,40.4568643
True,463,-80.002585,3.5,40.440287
False,10,-80.0930463,3.0,40.4077836
True,7,-79.9989455,2.0,40.4422917
True,88,-79.9834035,4.0,40.4514856
True,219,-79.9842832,2.5,40.4505899
False,5,-79.998244,2.0,40.441217
True,66,-80.0030696,4.0,40.441253
True,44,-80.0021285,3.5,40.4432077
True,3,-79.9994183,1.5,40.4394231
False,5,-79.9946687,2.0,40.4442087
True,29,-80.0025144,4.5,40.4400655
True,71,-80.0022544158648,3.0,40.4432466658259
True,97,-79.979271,2.5,40.455916
True,5,-79.979898,5.0,40.4542069
True,6,-79.9844421,4.0,40.4521682
True,68,-80.0008723139762,4.0,40.4423828265526
True,19,-79.9852163,4.0,40.4504367
True,4,-80.0044807,4.0,40.442222
True,7,-79.9984351,2.0,40.4430745
True,7,-79.9980174,3.0,40.4413521
True,4,-79.9922328,2.5,40.444228
False,6,-79.9983742,3.5,40.4405077
True,9,-79.995221,2.0,40.442582
True,9,-80.0010018,4.0,40.4403955
True,6,-79.9796419,4.5,40.4533022
True,3,-79.9787412,2.5,40.4549474
True,24,-80.0004543,4.0,40.436969
True,88,-79.9828538,4.5,40.4514869
False,6,-80.037607,3.0,40.471965
True,28,-80.0007903,4.5,40.4400691
True,20,-79.9986943,4.5,40.4430419
True,5,-80.003333,3.5,40.441944
True,6,-80.005135,3.5,40.43866
True,71,-79.986418,4.0,40.449767
True,26,-80.0013742593384,4.5,40.4397214839265
True,42,-79.9770197,4.0,40.4556762
False,8,-79.99920129776,4.0,40.4395902449355
False,17,-79.997214,3.5,40.442558
True,5,-79.9971122,4.5,40.4417491
True,3,-79.9946687,3.0,40.4442087
True,17,-79.9828338,4.5,40.4520955
True,44,-79.9858749,4.0,40.450111
False,4,-79.9861731,4.0,40.4493873
True,110,-79.9916741,3.0,40.4464777
True,19,-80.0015651596069,4.0,40.4431259035712
True,3,-79.996695,3.0,40.442483
True,3,-79.9775303,3.0,40.4633812
True,9,-79.9750607,4.5,40.4574609
True,68,-79.9776298,2.5,40.4634021
True,5,-79.9996324568694,5.0,40.4404547042542
True,13,-79.982244,4.0,40.4520089
True,5,-79.9844821,3.5,40.4504428
True,33,-80.0030696,4.5,40.441253
True,3,-79.9990003,1.5,40.4421708
False,16,-80.000162,2.0,40.443577
True,14,-79.9924126,4.5,40.4442424
False,10,-80.003107,3.5,40.442228
True,4,-79.9994015,5.0,40.4427705
True,6,-80.001354,5.0,40.441787
True,26,-79.996955,3.0,40.4421419
True,23,-80.0017988,4.5,40.4428269
True,77,-80.0038037,4.0,40.4394267
True,18,-80.0023303,4.0,40.4419779
True,4,-80.0005823,5.0,40.4398848
True,4,-80.0004755,4.0,40.4377199
False,18,-80.0032374,3.0,40.4389116
True,3,-79.995567,4.5,40.443774
True,11,-79.9957155,3.5,40.4437866
True,61,-79.9831293,3.5,40.4519376
True,6,-80.0026889,4.0,40.440125
False,16,-79.9848259,3.5,40.4507487
True,103,-79.9756514,4.0,40.4570498
True,4,-80.0046622753143,4.5,40.4423828265526
True,3,-80.0048354,5.0,40.4432268
True,43,-79.9965067,3.5,40.4443613
True,26,-79.97509,4.0,40.4582377
True,3,-79.9997098,3.5,40.4427514
True,56,-80.0000614,4.5,40.442985
True,5,-79.9166814,4.5,40.4037481
False,13,-80.0042813,3.0,40.4431765
True,8,-79.9961509,1.5,40.4434132
False,7,-80.0031108,2.5,40.441207
True,12,-79.9847785,4.5,40.4502241
True,22,-79.997135407783,3.5,40.442234451829
True,8,-79.9989485,2.5,40.439202
True,5,-79.999013,2.5,40.441564
True,29,-79.9963285,2.5,40.4436238
False,12,-79.983917,4.0,40.4514312
True,12,-79.999571,4.0,40.4423378
True,3,-79.9989744,3.5,40.4429939
True,18,-79.9924126,3.0,40.4442424
True,24,-80.0031124,2.5,40.4428479
False,5,-79.997341,3.5,40.444221
True,24,-79.9833014,4.5,40.4512257
True,8,-80.0032181,2.5,40.4410371
True,3,-79.986549,5.0,40.4496627
True,151,-79.9834072,4.5,40.4512014
True,3,-79.982434,3.5,40.451847
True,11,-79.9986476,4.0,40.4429498
True,3,-79.9933976,3.0,40.4475255
True,14,-79.982331,4.0,40.452545
True,26,-79.9994904,3.5,40.4387143
True,58,-79.98572,4.5,40.450211
True,317,-79.9894086,3.5,40.4484631
False,6,-79.9894086,2.0,40.4484631
True,82,-80.0028862631704,3.5,40.4398391118939
True,45,-79.985665,4.0,40.450237
True,112,-80.0023331,4.0,40.4438005
True,28,-79.9962221769093,3.5,40.4458133275229
True,91,-79.994852,3.5,40.4441681
True,99,-80.0019815,3.0,40.4410134
True,40,-79.9985899,3.0,40.44389
True,33,-79.9809286,3.5,40.4534271
True,9,-80.0016406431143,4.0,40.4421081993863
True,12,-79.9824216,3.0,40.4519288
True,13,-79.9979569,4.0,40.4417284
False,29,-80.0026232,2.5,40.4432622
True,8,-80.0043039,3.5,40.4380683
True,9,-79.9040162,3.5,40.4905179
True,11,-79.9479205,3.5,40.4610792
True,8,-79.9440106,3.0,40.4653779
True,4,-79.9418579,4.0,40.465036
False,3,-79.9447111,2.5,40.4654547
True,17,-79.9516804,4.0,40.462831
True,4,-79.9556863,4.0,40.4627971
True,57,-79.940241,4.0,40.456227
True,16,-79.9511556,5.0,40.462501
True,28,-79.9477047,3.5,40.4611862
True,51,-79.9479065,3.5,40.4608026
True,24,-79.943809,5.0,40.4653251
True,24,-79.95489069999999,3.5,40.4659283
True,32,-79.9493611,4.5,40.4615624
True,31,-79.9515229,4.0,40.4626986
True,5,-79.948254,4.0,40.461577
True,74,-79.9412135,4.0,40.464942
True,68,-79.9445114,4.0,40.4653958
True,19,-79.941738,4.0,40.457409
True,30,-79.948546,4.5,40.4618603
True,3,-79.947807,4.0,40.461366
True,19,-79.9481741,3.5,40.4614622
True,3,-79.9435155,4.5,40.4561976
True,88,-79.953504,4.0,40.4657149
True,38,-79.9475978,5.0,40.4606591
True,24,-79.948991,3.5,40.4636708
True,22,-79.9493553,3.5,40.4620697
False,5,-79.94854,4.0,40.461657
True,5,-79.9506886,4.0,40.4622409
False,9,-79.9485427,2.5,40.4611146
True,231,-79.955948,4.0,40.4653491
True,9,-79.9490101,4.5,40.4619134
True,146,-79.9412291,3.5,40.456385
True,4,-79.948922,4.0,40.4616024
True,26,-79.9471799,3.5,40.4606393
True,292,-79.9506735,4.0,40.4627572
True,4,-79.9547682,4.0,40.465157
True,3,-79.9432918,3.5,40.4553459
True,7,-79.9528929,5.0,40.4639651
True,60,-79.9486639,3.0,40.461739
True,3,-79.9526441,3.5,40.4659206
True,20,-79.9396789,3.5,40.4560895
True,16,-79.9541448,3.5,40.4646964
True,54,-79.942274,4.0,40.458267
True,14,-79.9415246,3.5,40.4555475
True,3,-79.951345,3.5,40.463215
False,3,-79.948054,3.5,40.460845
True,22,-79.942929,2.0,40.455879
True,73,-79.950173,4.0,40.4625543
False,41,-79.95024599999999,4.0,40.462632
True,91,-79.9436629,3.5,40.458394
False,6,-79.9557489,3.0,40.4655702
True,179,-79.9497600693115,4.0,40.4625496053045
True,38,-80.015649,3.0,40.384633
True,189,-80.018538,4.5,40.405245
True,29,-80.0201139,4.0,40.4036795
True,37,-80.0064634,3.5,40.4107462
True,13,-80.011614,4.0,40.414428
True,4,-80.004471,5.0,40.406582
False,21,-80.0173011,4.5,40.3919796
False,16,-80.022591,4.0,40.395242
True,3,-80.0236114,4.0,40.3956422
True,20,-80.0228158,4.5,40.3955323
True,3,-80.0113719,3.5,40.3922501
True,58,-80.0220857,4.5,40.3948658
True,22,-80.021538,4.0,40.394482
True,21,-80.0153449,3.5,40.3830261
True,8,-80.0241505,3.0,40.4002649
True,3,-80.0197756,5.0,40.3931969
False,6,-80.025491,4.5,40.399184
True,4,-80.0190523266792,4.0,40.3928245820813
True,11,-80.026459,2.0,40.3988343
True,3,-80.0139729,4.5,40.3919676
True,10,-80.017768,4.0,40.391756
True,52,-80.0153449,4.0,40.3830261
True,5,-80.0062942,5.0,40.3795429
True,5,-80.0533614,2.0,40.4273917
True,3,-80.052708,5.0,40.384323
True,3,-80.043744,3.5,40.382363
True,50,-80.0448643437995,3.5,40.3796549064882
True,15,-80.0520951,2.5,40.357213
True,6,-80.0447946,3.5,40.3795262
True,33,-80.0528715,3.5,40.3831836
True,4,-80.0442629,5.0,40.3804062
True,194,-80.044459,4.0,40.380192
True,127,-80.0444905,4.0,40.3818121
True,36,-80.0446104,4.0,40.3798256
True,8,-80.0446438,4.0,40.3816639
True,12,-80.0519013404846,3.5,40.357357209358
True,6,-80.045264,4.0,40.377009
True,13,-80.0441815,4.0,40.3808316
True,22,-80.0520951,3.0,40.357213
True,42,-80.0441272,3.0,40.3821568
True,12,-80.0518073,2.5,40.3569591
True,3,-80.052131,1.5,40.356473
True,20,-80.0447435,4.0,40.3829391
True,8,-80.0440382,4.5,40.3870288
True,10,-80.0448876,4.0,40.3794143
True,3,-80.0443074,4.0,40.3813464
True,21,-80.0518073,2.5,40.3569591
True,4,-80.03944,3.0,40.37781
True,4,-80.0444443,3.0,40.380266
True,3,-80.045186,5.0,40.38177
True,19,-79.8652495,3.0,40.425229
True,5,-80.0519358,3.0,40.3824862
True,6,-80.0520951,3.5,40.357213
True,44,-80.0448109,4.0,40.3794574
True,5,-80.0403259,3.0,40.373557
True,4,-80.0487643194149,1.5,40.3548196215207
True,4,-80.0502414,4.0,40.3523347
True,14,-79.9337595,4.5,40.4511586
True,94,-79.9327269,3.5,40.4512523
True,59,-79.9290894,4.0,40.4575541
True,27,-79.9294479,4.5,40.456746
True,59,-79.9293258,3.5,40.4568156
True,10,-79.9296937,1.5,40.4524688
True,237,-79.9296345,4.0,40.4571033
True,9,-79.9299317,4.5,40.4566552
True,112,-79.9296345,4.0,40.4571033
True,31,-79.9301601,3.0,40.456737
True,262,-79.931338,3.5,40.455955
True,9,-79.9275787,4.0,40.4580184
True,3,-79.9289548,2.0,40.4573811
True,13,-79.9291586,5.0,40.452847
True,31,-79.931741,3.5,40.451566
True,45,-79.9339957288361,3.5,40.4486860520929
False,87,-79.9327178368915,3.0,40.4516538606323
True,7,-79.9313089,3.5,40.4555861
True,67,-79.9381788,4.0,40.4558761
True,61,-79.933732551313,3.5,40.451445220945
True,51,-79.9343681,3.0,40.45109
True,142,-79.932915,4.0,40.451668
True,49,-79.932424,4.0,40.451832
True,23,-79.9357149,3.0,40.4507424
True,5,-79.9349372,5.0,40.4509532
True,12,-79.9334641,4.0,40.4508247
True,3,-79.9384786,1.0,40.4545191
True,39,-79.9327743,4.5,40.4511684
True,26,-79.931454,4.5,40.453359
True,3,-79.9310675,3.0,40.4555983
True,23,-79.9292859,4.0,40.4576326
False,7,-79.931512,3.0,40.455763
True,4,-79.9375258,3.0,40.4534395
True,80,-79.9346032,3.0,40.4563396
True,4,-79.937173,4.0,40.4559349
True,11,-79.9345209,4.0,40.4510796
